date,menu,category,orders,amount
2024-03-05,콜드브루,커피,14,77000
2024-03-05,카푸치노,라떼/기타,8,40000
2024-03-05,녹차라떼,라떼/기타,4,22000
2024-03-05,초코라떼,라떼/기타,5,27500
2024-03-05,에스프레소,커피,4,14000
2024-03-05,디카페인 아메리카노,커피,4,20000
2024-03-06,아메리카노,커피,30,135000
2024-03-06,카페라떼,라떼/기타,20,100000
2024-03-06,바닐라라떼,라떼/기타,14,77000
2024-03-06,콜드브루,커피,12,66000
2024-03-06,카푸치노,라떼/기타,9,45000
2024-03-06,녹차라떼,라떼/기타,6,33000
2024-03-06,초코라떼,라떼/기타,6,33000
2024-03-06,에스프레소,커피,5,17500
2024-03-06,디카페인 아메리카노,커피,3,15000
2024-03-07,아메리카노,커피,55,247500
2024-03-07,카페라떼,라떼/기타,20,100000
2024-03-07,바닐라라떼,라떼/기타,18,99000
2024-03-07,콜드브루,커피,15,82500
2024-03-07,카푸치노,라떼/기타,7,35000
2024-03-07,녹차라떼,라떼/기타,8,44000
2024-03-07,초코라떼,라떼/기타,8,44000
2024-03-07,에스프레소,커피,5,17500
2024-03-07,디카페인 아메리카노,커피,4,20000
2024-03-08,아메리카노,커피,72,324000
2024-03-08,카페라떼,라떼/기타,44,220000
2024-03-08,바닐라라떼,라떼/기타,16,88000
2024-03-08,콜드브루,커피,14,77000
2024-03-08,카푸치노,라떼/기타,11,55000
2024-03-08,녹차라떼,라떼/기타,9,49500
2024-03-08,초코라떼,라떼/기타,7,38500
2024-03-08,에스프레소,커피,5,17500
2024-03-08,디카페인 아메리카노,커피,3,15000
2024-03-09,아메리카노,커피,63,283500
2024-03-09,카페라떼,라떼/기타,35,175000
2024-03-09,바닐라라떼,라떼/기타,13,71500
2024-03-09,콜드브루,커피,22,121000
2024-03-09,카푸치노,라떼/기타,10,50000
2024-03-09,녹차라떼,라떼/기타,7,38500
2024-03-09,초코라떼,라떼/기타,8,44000
2024-03-09,에스프레소,커피,8,28000
2024-03-09,디카페인 아메리카노,커피,4,20000
2024-03-10,아메리카노,커피,27,121500
2024-03-10,카페라떼,라떼/기타,15,75000
2024-03-10,바닐라라떼,라떼/기타,13,71500
2024-03-10,콜드브루,커피,11,60500
2024-03-10,카푸치노,라떼/기타,9,45000
2024-03-10,녹차라떼,라떼/기타,7,38500
2024-03-10,초코라떼,라떼/기타,3,16500
2024-03-10,에스프레소,커피,5,17500
2024-03-10,디카페인 아메리카노,커피,2,10000
2024-03-11,아메리카노,커피,48,216000
2024-03-11,카페라떼,라떼/기타,32,160000
2024-03-11,바닐라라떼,라떼/기타,16,88000
2024-03-11,콜드브루,커피,10,55000
2024-03-11,카푸치노,라떼/기타,8,40000
2024-03-11,녹차라떼,라떼/기타,7,38500
2024-03-11,초코라떼,라떼/기타,8,44000
2024-03-11,에스프레소,커피,5,17500
2024-03-11,디카페인 아메리카노,커피,3,15000
2024-03-12,아메리카노,커피,40,180000
2024-03-12,카페라떼,라떼/기타,29,145000
2024-03-12,바닐라라떼,라떼/기타,15,82500
2024-03-12,콜드브루,커피,8,44000
2024-03-12,카푸치노,라떼/기타,11,55000
2024-03-12,녹차라떼,라떼/기타,8,44000
2024-03-12,초코라떼,라떼/기타,4,22000
2024-03-12,에스프레소,커피,4,14000
2024-03-12,디카페인 아메리카노,커피,2,10000
2024-03-13,아메리카노,커피,44,198000
2024-03-13,카페라떼,라떼/기타,19,95000
2024-03-13,바닐라라떼,라떼/기타,12,66000
2024-03-13,콜드브루,커피,10,55000
2024-03-13,카푸치노,라떼/기타,5,25000
2024-03-13,녹차라떼,라떼/기타,6,33000
2024-03-13,초코라떼,라떼/기타,5,27500
2024-03-13,에스프레소,커피,2,7000
2024-03-13,디카페인 아메리카노,커피,2,10000
2024-03-14,아메리카노,커피,43,193500
2024-03-14,카페라떼,라떼/기타,19,95000
2024-03-14,바닐라라떼,라떼/기타,13,71500
2024-03-14,콜드브루,커피,13,71500
2024-03-14,카푸치노,라떼/기타,9,45000
2024-03-14,녹차라떼,라떼/기타,10,55000
2024-03-14,초코라떼,라떼/기타,5,27500
2024-03-14,에스프레소,커피,6,21000
2024-03-14,디카페인 아메리카노,커피,4,20000
2024-03-15,아메리카노,커피,56,252000
2024-03-15,카페라떼,라떼/기타,27,135000
2024-03-15,바닐라라떼,라떼/기타,22,121000
2024-03-15,콜드브루,커피,19,104500
2024-03-15,카푸치노,라떼/기타,13,65000
2024-03-15,녹차라떼,라떼/기타,10,55000
2024-03-15,초코라떼,라떼/기타,9,49500
2024-03-15,에스프레소,커피,5,17500
2024-03-15,디카페인 아메리카노,커피,6,30000
2024-03-16,아메리카노,커피,73,328500
2024-03-16,카페라떼,라떼/기타,34,170000
2024-03-16,바닐라라떼,라떼/기타,17,93500
2024-03-16,콜드브루,커피,14,77000
2024-03-16,카푸치노,라떼/기타,11,55000
2024-03-16,녹차라떼,라떼/기타,14,77000
2024-03-16,초코라떼,라떼/기타,8,44000
2024-03-16,에스프레소,커피,5,17500
2024-03-16,디카페인 아메리카노,커피,6,30000
2024-03-17,아메리카노,커피,47,211500
2024-03-17,카페라떼,라떼/기타,33,165000
2024-03-17,바닐라라떼,라떼/기타,25,137500
2024-03-17,콜드브루,커피,16,88000
2024-03-17,카푸치노,라떼/기타,12,60000
2024-03-17,녹차라떼,라떼/기타,10,55000
2024-03-17,초코라떼,라떼/기타,6,33000
2024-03-17,에스프레소,커피,6,21000
2024-03-17,디카페인 아메리카노,커피,3,15000
2024-03-18,아메리카노,커피,37,166500
2024-03-18,카페라떼,라떼/기타,20,100000
2024-03-18,바닐라라떼,라떼/기타,10,55000
2024-03-18,콜드브루,커피,10,55000
2024-03-18,카푸치노,라떼/기타,8,40000
2024-03-18,녹차라떼,라떼/기타,7,38500
2024-03-18,초코라떼,라떼/기타,4,22000
2024-03-18,에스프레소,커피,5,17500
2024-03-18,디카페인 아메리카노,커피,2,10000
2024-03-19,아메리카노,커피,47,211500
2024-03-19,카페라떼,라떼/기타,27,135000
2024-03-19,바닐라라떼,라떼/기타,14,77000
2024-03-19,콜드브루,커피,12,66000
2024-03-19,카푸치노,라떼/기타,9,45000
2024-03-19,녹차라떼,라떼/기타,5,27500
2024-03-19,초코라떼,라떼/기타,5,27500
2024-03-19,에스프레소,커피,7,24500
2024-03-19,디카페인 아메리카노,커피,2,10000
2024-03-20,아메리카노,커피,44,198000
2024-03-20,카페라떼,라떼/기타,20,100000
2024-03-20,바닐라라떼,라떼/기타,9,49500
2024-03-20,콜드브루,커피,9,49500
2024-03-20,카푸치노,라떼/기타,8,40000
2024-03-20,녹차라떼,라떼/기타,3,16500
2024-03-20,초코라떼,라떼/기타,4,22000
2024-03-20,에스프레소,커피,5,17500
2024-03-20,디카페인 아메리카노,커피,3,15000
2024-03-21,아메리카노,커피,41,184500
2024-03-21,카페라떼,라떼/기타,34,170000
2024-03-21,바닐라라떼,라떼/기타,13,71500
2024-03-21,콜드브루,커피,13,71500
2024-03-21,카푸치노,라떼/기타,9,45000
2024-03-21,녹차라떼,라떼/기타,8,44000
2024-03-21,초코라떼,라떼/기타,5,27500
2024-03-21,에스프레소,커피,5,17500
2024-03-21,디카페인 아메리카노,커피,4,20000
2024-03-22,아메리카노,커피,70,315000
2024-03-22,카페라떼,라떼/기타,35,175000
2024-03-22,바닐라라떼,라떼/기타,18,99000
2024-03-22,콜드브루,커피,15,82500
2024-03-22,카푸치노,라떼/기타,8,40000
2024-03-22,녹차라떼,라떼/기타,6,33000
2024-03-22,초코라떼,라떼/기타,5,27500
2024-03-22,에스프레소,커피,5,17500
2024-03-22,디카페인 아메리카노,커피,4,20000
2024-03-23,아메리카노,커피,62,279000
2024-03-23,카페라떼,라떼/기타,37,185000
2024-03-23,바닐라라떼,라떼/기타,21,115500
2024-03-23,콜드브루,커피,16,88000
2024-03-23,카푸치노,라떼/기타,12,60000
2024-03-23,녹차라떼,라떼/기타,10,55000
2024-03-23,초코라떼,라떼/기타,7,38500
2024-03-23,에스프레소,커피,7,24500
2024-03-23,디카페인 아메리카노,커피,6,30000
2024-03-24,아메리카노,커피,53,238500
2024-03-24,카페라떼,라떼/기타,29,145000
2024-03-24,바닐라라떼,라떼/기타,13,71500
2024-03-24,콜드브루,커피,14,77000
2024-03-24,카푸치노,라떼/기타,11,55000
2024-03-24,녹차라떼,라떼/기타,9,49500
2024-03-24,초코라떼,라떼/기타,7,38500
2024-03-24,에스프레소,커피,5,17500
2024-03-24,디카페인 아메리카노,커피,5,25000
2024-03-25,아메리카노,커피,36,162000
2024-03-25,카페라떼,라떼/기타,19,95000
2024-03-25,바닐라라떼,라떼/기타,16,88000
2024-03-25,콜드브루,커피,13,71500
2024-03-25,카푸치노,라떼/기타,10,50000
2024-03-25,녹차라떼,라떼/기타,6,33000
2024-03-25,초코라떼,라떼/기타,5,27500
2024-03-25,에스프레소,커피,2,7000
2024-03-25,디카페인 아메리카노,커피,3,15000
2024-03-26,아메리카노,커피,39,175500
2024-03-26,카페라떼,라떼/기타,27,135000
2024-03-26,바닐라라떼,라떼/기타,11,60500
2024-03-26,콜드브루,커피,14,77000
2024-03-26,카푸치노,라떼/기타,6,30000
2024-03-26,녹차라떼,라떼/기타,7,38500
2024-03-26,초코라떼,라떼/기타,6,33000
2024-03-26,에스프레소,커피,3,10500
2024-03-26,디카페인 아메리카노,커피,2,10000
2024-03-27,아메리카노,커피,52,234000
2024-03-27,카페라떼,라떼/기타,29,145000
2024-03-27,바닐라라떼,라떼/기타,13,71500
2024-03-27,콜드브루,커피,14,77000
2024-03-27,카푸치노,라떼/기타,7,35000
2024-03-27,녹차라떼,라떼/기타,10,55000
2024-03-27,초코라떼,라떼/기타,6,33000
2024-03-27,에스프레소,커피,5,17500
2024-03-27,디카페인 아메리카노,커피,4,20000
2024-03-28,아메리카노,커피,41,184500
2024-03-28,카페라떼,라떼/기타,32,160000
2024-03-28,바닐라라떼,라떼/기타,21,115500
2024-03-28,콜드브루,커피,18,99000
2024-03-28,카푸치노,라떼/기타,9,45000
2024-03-28,녹차라떼,라떼/기타,6,33000
2024-03-28,초코라떼,라떼/기타,8,44000
2024-03-28,에스프레소,커피,6,21000
2024-03-28,디카페인 아메리카노,커피,4,20000
2024-03-29,아메리카노,커피,61,274500
2024-03-29,카페라떼,라떼/기타,17,85000
2024-03-29,바닐라라떼,라떼/기타,14,77000
2024-03-29,콜드브루,커피,10,55000
2024-03-29,카푸치노,라떼/기타,5,25000
2024-03-29,녹차라떼,라떼/기타,7,38500
2024-03-29,초코라떼,라떼/기타,5,27500
2024-03-29,에스프레소,커피,3,10500
2024-03-29,디카페인 아메리카노,커피,3,15000
2024-03-30,아메리카노,커피,65,292500
2024-03-30,카페라떼,라떼/기타,47,235000
2024-03-30,바닐라라떼,라떼/기타,20,110000
2024-03-30,콜드브루,커피,18,99000
2024-03-30,카푸치노,라떼/기타,13,65000
2024-03-30,녹차라떼,라떼/기타,8,44000
2024-03-30,초코라떼,라떼/기타,5,27500
2024-03-30,에스프레소,커피,8,28000
2024-03-30,디카페인 아메리카노,커피,4,20000
2024-03-31,아메리카노,커피,60,270000
2024-03-31,카페라떼,라떼/기타,32,160000
2024-03-31,바닐라라떼,라떼/기타,12,66000
2024-03-31,콜드브루,커피,8,44000
2024-03-31,카푸치노,라떼/기타,10,50000
2024-03-31,녹차라떼,라떼/기타,5,27500
2024-03-31,초코라떼,라떼/기타,9,49500
2024-03-31,에스프레소,커피,6,21000
2024-03-31,디카페인 아메리카노,커피,3,15000
2024-04-01,아메리카노,커피,33,148500
2024-04-01,카페라떼,라떼/기타,30,150000
2024-04-01,바닐라라떼,라떼/기타,10,55000
2024-04-01,콜드브루,커피,11,60500
2024-04-01,카푸치노,라떼/기타,7,35000
2024-04-01,녹차라떼,라떼/기타,5,27500
2024-04-01,초코라떼,라떼/기타,4,22000
2024-04-01,에스프레소,커피,4,14000
2024-04-01,디카페인 아메리카노,커피,3,15000
2024-04-02,아메리카노,커피,54,243000
2024-04-02,카페라떼,라떼/기타,25,125000
2024-04-02,바닐라라떼,라떼/기타,17,93500
2024-04-02,콜드브루,커피,14,77000
2024-04-02,카푸치노,라떼/기타,7,35000
2024-04-02,녹차라떼,라떼/기타,9,49500
2024-04-02,초코라떼,라떼/기타,7,38500
2024-04-02,에스프레소,커피,6,21000
2024-04-02,디카페인 아메리카노,커피,4,20000
2024-04-03,아메리카노,커피,52,234000
2024-04-03,카페라떼,라떼/기타,29,145000
2024-04-03,바닐라라떼,라떼/기타,13,71500
2024-04-03,콜드브루,커피,15,82500
2024-04-03,카푸치노,라떼/기타,12,60000
2024-04-03,녹차라떼,라떼/기타,5,27500
2024-04-03,초코라떼,라떼/기타,5,27500
2024-04-03,에스프레소,커피,4,14000
2024-04-03,디카페인 아메리카노,커피,4,20000
2024-04-04,아메리카노,커피,59,265500
2024-04-04,카페라떼,라떼/기타,33,165000
2024-04-04,바닐라라떼,라떼/기타,17,93500
2024-04-04,콜드브루,커피,18,99000
2024-04-04,카푸치노,라떼/기타,10,50000
2024-04-04,녹차라떼,라떼/기타,7,38500
2024-04-04,초코라떼,라떼/기타,5,27500
2024-04-04,에스프레소,커피,6,21000
2024-04-04,디카페인 아메리카노,커피,5,25000
2024-04-05,아메리카노,커피,45,202500
2024-04-05,카페라떼,라떼/기타,32,160000
2024-04-05,바닐라라떼,라떼/기타,12,66000
2024-04-05,콜드브루,커피,11,60500
2024-04-05,카푸치노,라떼/기타,10,50000
2024-04-05,녹차라떼,라떼/기타,9,49500
2024-04-05,초코라떼,라떼/기타,5,27500
2024-04-05,에스프레소,커피,6,21000
2024-04-05,디카페인 아메리카노,커피,4,20000
2024-04-06,아메리카노,커피,50,225000
2024-04-06,카페라떼,라떼/기타,40,200000
2024-04-06,바닐라라떼,라떼/기타,22,121000
2024-04-06,콜드브루,커피,13,71500
2024-04-06,카푸치노,라떼/기타,10,50000
2024-04-06,녹차라떼,라떼/기타,10,55000
2024-04-06,초코라떼,라떼/기타,8,44000
2024-04-06,에스프레소,커피,5,17500
2024-04-06,디카페인 아메리카노,커피,4,20000
2024-04-07,아메리카노,커피,27,121500
2024-04-07,카페라떼,라떼/기타,23,115000
2024-04-07,바닐라라떼,라떼/기타,22,121000
2024-04-07,콜드브루,커피,12,66000
2024-04-07,카푸치노,라떼/기타,13,65000
2024-04-07,녹차라떼,라떼/기타,7,38500
2024-04-07,초코라떼,라떼/기타,8,44000
2024-04-07,에스프레소,커피,6,21000
2024-04-07,디카페인 아메리카노,커피,5,25000
2024-04-08,아메리카노,커피,41,184500
2024-04-08,카페라떼,라떼/기타,26,130000
2024-04-08,바닐라라떼,라떼/기타,13,71500
2024-04-08,콜드브루,커피,7,38500
2024-04-08,카푸치노,라떼/기타,10,50000
2024-04-08,녹차라떼,라떼/기타,5,27500
2024-04-08,초코라떼,라떼/기타,6,33000
2024-04-08,에스프레소,커피,5,17500
2024-04-08,디카페인 아메리카노,커피,2,10000
2024-04-09,아메리카노,커피,50,225000
2024-04-09,카페라떼,라떼/기타,25,125000
2024-04-09,바닐라라떼,라떼/기타,24,132000
2024-04-09,콜드브루,커피,12,66000
2024-04-09,카푸치노,라떼/기타,8,40000
2024-04-09,녹차라떼,라떼/기타,8,44000
2024-04-09,초코라떼,라떼/기타,7,38500
2024-04-09,에스프레소,커피,3,10500
2024-04-09,디카페인 아메리카노,커피,3,15000
2024-04-10,아메리카노,커피,61,274500
2024-04-10,카페라떼,라떼/기타,38,190000
2024-04-10,바닐라라떼,라떼/기타,14,77000
2024-04-10,콜드브루,커피,21,115500
2024-04-10,카푸치노,라떼/기타,8,40000
2024-04-10,녹차라떼,라떼/기타,10,55000
2024-04-10,초코라떼,라떼/기타,9,49500
2024-04-10,에스프레소,커피,7,24500
2024-04-10,디카페인 아메리카노,커피,5,25000
2024-04-11,아메리카노,커피,50,225000
2024-04-11,카페라떼,라떼/기타,28,140000
2024-04-11,바닐라라떼,라떼/기타,16,88000
2024-04-11,콜드브루,커피,12,66000
2024-04-11,카푸치노,라떼/기타,10,50000
2024-04-11,녹차라떼,라떼/기타,7,38500
2024-04-11,초코라떼,라떼/기타,5,27500
2024-04-11,에스프레소,커피,4,14000
2024-04-11,디카페인 아메리카노,커피,3,15000
2024-04-12,아메리카노,커피,68,306000
2024-04-12,카페라떼,라떼/기타,30,150000
2024-04-12,바닐라라떼,라떼/기타,21,115500
2024-04-12,콜드브루,커피,17,93500
2024-04-12,카푸치노,라떼/기타,14,70000
2024-04-12,녹차라떼,라떼/기타,7,38500
2024-04-12,초코라떼,라떼/기타,11,60500
2024-04-12,에스프레소,커피,10,35000
2024-04-12,디카페인 아메리카노,커피,4,20000
2024-04-13,아메리카노,커피,59,265500
2024-04-13,카페라떼,라떼/기타,34,170000
2024-04-13,바닐라라떼,라떼/기타,14,77000
2024-04-13,콜드브루,커피,19,104500
2024-04-13,카푸치노,라떼/기타,9,45000
2024-04-13,녹차라떼,라떼/기타,11,60500
2024-04-13,초코라떼,라떼/기타,6,33000
2024-04-13,에스프레소,커피,2,7000
2024-04-13,디카페인 아메리카노,커피,5,25000
2024-04-14,아메리카노,커피,61,274500
2024-04-14,카페라떼,라떼/기타,21,105000
2024-04-14,바닐라라떼,라떼/기타,15,82500
2024-04-14,콜드브루,커피,14,77000
2024-04-14,카푸치노,라떼/기타,12,60000
2024-04-14,녹차라떼,라떼/기타,7,38500
2024-04-14,초코라떼,라떼/기타,6,33000
2024-04-14,에스프레소,커피,6,21000
2024-04-14,디카페인 아메리카노,커피,5,25000
2024-04-15,아메리카노,커피,43,193500
2024-04-15,카페라떼,라떼/기타,23,115000
2024-04-15,바닐라라떼,라떼/기타,13,71500
2024-04-15,콜드브루,커피,12,66000
2024-04-15,카푸치노,라떼/기타,6,30000
